NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
1,4,Biomarker,C0017612,"Glaucoma, Open-Angle",disease,open angle glaucoma,100048912,CDKN2B-AS1,CDKN2B-AS1,CTD_human,21532571,Genome-wide association study identifies susceptibility loci for open angle glaucoma at TMCO1 and CDKN2B-AS1.,0.20082418035263896,"Genome-wide association study identifies susceptibility loci for <span class=""disease"" id=""21532571-0-65-84"">open angle glaucoma</span> at TMCO1 and <span class=""gene"" id=""21532571-0-98-108"">CDKN2B-AS1</span>.",CTD_human
1,0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinoma,100124700,HOTAIR,HOTAIR,CTD_human,21327457,Overexpression of long non-coding RNA HOTAIR predicts tumor recurrence in hepatocellular carcinoma patients following liver transplantation.,0.201098907136852,"Overexpression of long non-coding RNA <span class=""gene"" id=""21327457-0-38-44"">HOTAIR</span> predicts tumor recurrence in <span class=""disease"" id=""21327457-0-74-98"">hepatocellular carcinoma</span> patients following liver transplantation.",CTD_human
1,0,Biomarker,C0031117,Peripheral Neuropathy,group,PN,100126572,GJE1,GJE1,CTD_human,21228734,"Genes associated with immune function (CTLA4, CTSS), reflexive coupling within Schwann cells (GJE1), drug binding (PSMB1), and neuron function (TCF4, DYNC1I1) associated with bortezomib-induced PN in this study.",0.200274726784213,"Genes associated with immune function (CTLA4, CTSS), reflexive coupling within Schwann cells (<span class=""gene"" id=""21228734-10-94-98"">GJE1</span>), drug binding (PSMB1), and neuron function (TCF4, DYNC1I1) associated with bortezomib-induced <span class=""disease"" id=""21228734-10-194-196"">PN</span> in this study.",CTD_human
1,7,Biomarker,C1846059,Roifman syndrome,disease,Roifman Syndrome,100151683,RNU4ATAC,RNU4ATAC,CTD_human,26522830,Compound heterozygous mutations in the noncoding RNU4ATAC cause Roifman Syndrome by disrupting minor intron splicing.,0.40027472678421294,"Compound heterozygous mutations in the noncoding <span class=""gene"" id=""26522830-0-49-57"">RNU4ATAC</span> cause <span class=""disease"" id=""26522830-0-64-80"">Roifman Syndrome</span> by disrupting minor intron splicing.",CTD_human;ORPHANET
1,8,Biomarker,C1859452,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I",disease,MOPD1,100151683,RNU4ATAC,RNU4ATAC,CTD_human,26522830,"RNU4ATAC rare variants have been recently reported to cause microcephalic osteodysplastic primordial dwarfism, type I (MOPD1), whose phenotype is distinct from Roifman Syndrome.",0.201923087489492,"<span class=""gene"" id=""26522830-4-0-8"">RNU4ATAC</span> rare variants have been recently reported to cause <span class=""disease"" id=""26522830-4-60-117"">microcephalic osteodysplastic primordial dwarfism, type I</span> (<span class=""disease"" id=""26522830-4-119-124"">MOPD1</span>), whose phenotype is distinct from Roifman Syndrome.",CTD_human
1,0,Biomarker,C0024141,"Lupus Erythematosus, Systemic",disease,SLE,10019,SH2B3,SH2B3,CTD_human,19838195,"A candidate screen of alleles previously associated with other autoimmune diseases suggested five loci (P < 1 x 10(-3)) that may contribute to SLE: IFIH1, CFB, CLEC16A, IL12B and SH2B3.",0.202681755307501,"A candidate screen of alleles previously associated with other autoimmune diseases suggested five loci (P &lt; 1 x 10(-3)) that may contribute to <span class=""disease"" id=""19838195-5-143-146"">SLE</span>: IFIH1, CFB, CLEC16A, IL12B and <span class=""gene"" id=""19838195-5-179-184"">SH2B3</span>.",CTD_human
1,0,Biomarker,C0027051,Myocardial Infarction,disease,myocardial infarction,10019,SH2B3,SH2B3,CTD_human,19198610,"We also found that a nonsynonymous SNP at 12q24, in SH2B3, associated significantly (P = 8.6 x 10(-8)) with myocardial infarction in six different populations (6,650 cases and 40,621 controls).",0.40508878383078906,"We also found that a nonsynonymous SNP at 12q24, in <span class=""gene"" id=""19198610-7-52-57"">SH2B3</span>, associated significantly (P = 8.6 x 10(-8)) with <span class=""disease"" id=""19198610-7-108-129"">myocardial infarction</span> in six different populations (6,650 cases and 40,621 controls).",CTD_human;HPO
1,37,Biomarker,C1833373,"Inclusion Body Myopathy, Autosomal Recessive",disease,autosomal recessive inclusion-body myopathy,10020,GNE,GNE,CTD_human,12473780,An Italian family with autosomal recessive inclusion-body myopathy and mutations in the GNE gene.,0.201098907136852,"An Italian family with <span class=""disease"" id=""12473780-0-23-66"">autosomal recessive inclusion-body myopathy</span> and mutations in the <span class=""gene"" id=""12473780-0-88-91"">GNE</span> gene.",CTD_human
12,23,Biomarker,C1853926,NONAKA MYOPATHY,disease,Nonaka myopathy,10020,GNE,UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase,CTD_human,11916006,Nonaka myopathy is caused by mutations in the UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase gene (GNE).,0.6178572409738521,"<span class=""disease"" id=""11916006-0-0-15"">Nonaka myopathy</span> is caused by mutations in the <span class=""gene"" id=""11916006-0-46-108"">UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase</span> gene (GNE).",CTD_human;ORPHANET;UNIPROT
1,0,Biomarker,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease,acute lymphoblastic leukemia,100288687,DUX4,DUX4,CTD_human,27776115,Deregulation of DUX4 and ERG in acute lymphoblastic leukemia.,0.2,"Deregulation of <span class=""gene"" id=""27776115-0-16-20"">DUX4</span> and ERG in <span class=""disease"" id=""27776115-0-32-60"">acute lymphoblastic leukemia</span>.",CTD_human
2,0,Biomarker,C0030567,Parkinson Disease,disease,PD,100359403,PARK16,PARK16,CTD_human,19915576,"By comparing results of a GWAS performed on individuals of European ancestry, we identified PARK16, SNCA and LRRK2 as shared risk loci for PD and BST1 and MAPT as loci showing population differences.",0.20845101777597602,"By comparing results of a GWAS performed on individuals of European ancestry, we identified <span class=""gene"" id=""19915576-4-92-98"">PARK16</span>, SNCA and LRRK2 as shared risk loci for <span class=""disease"" id=""19915576-4-139-141"">PD</span> and BST1 and MAPT as loci showing population differences.",CTD_human
2,0,Biomarker,C0030567,Parkinson Disease,disease,PD,100359403,PARK16,PARK16,CTD_human,19915575,"We replicated the effect of a new locus detected in the Japanese cohort (PARK16, rs823128, OR = 0.66, P = 7.29 x 10(-8)) and provide supporting evidence that common variation around LRRK2 modulates risk for PD (rs1491923, OR = 1.14, P = 1.55 x 10(-5)).",0.20845101777597602,"We replicated the effect of a new locus detected in the Japanese cohort (<span class=""gene"" id=""19915575-5-73-79"">PARK16</span>, rs823128, OR = 0.66, P = 7.29 x 10(-8)) and provide supporting evidence that common variation around LRRK2 modulates risk for <span class=""disease"" id=""19915575-5-207-209"">PD</span> (rs1491923, OR = 1.14, P = 1.55 x 10(-5)).",CTD_human
1,0,Biomarker,C0848558,Hypospadias,disease,hypospadias,10046,MAMLD1,MAMLD1,CTD_human,21559465,"Although previous studies have indicated that MAMLD1 mutations result in hypospadias primarily because of compromised testosterone production around the critical period for fetal sex development, the underlying mechanism(s) remains to be clarified.",0.210568964137734,"Although previous studies have indicated that <span class=""gene"" id=""21559465-2-46-52"">MAMLD1</span> mutations result in <span class=""disease"" id=""21559465-2-73-84"">hypospadias</span> primarily because of compromised testosterone production around the critical period for fetal sex development, the underlying mechanism(s) remains to be clarified.",CTD_human
1,0,Biomarker,C0686353,"Muscular Dystrophies, Limb-Girdle",group,limb-girdle muscular dystrophy,10049,DNAJB6,DNAJB6,CTD_human,22366786,Mutations affecting the cytoplasmic functions of the co-chaperone DNAJB6 cause limb-girdle muscular dystrophy.,0.203021994626344,"Mutations affecting the cytoplasmic functions of the co-chaperone <span class=""gene"" id=""22366786-0-66-72"">DNAJB6</span> cause <span class=""disease"" id=""22366786-0-79-109"">limb-girdle muscular dystrophy</span>.",CTD_human
1,0,Therapeutic,C0020538,Hypertensive disease,group,high blood pressure,10052,GJC1,Cx45,CTD_human,19109587,The high blood pressure of the Cx40 knockout mice was significantly reduced when Cx45 was knocked into the locus but remained mildly elevated compared to wild-type mice.,0.2,"The <span class=""disease"" id=""19109587-6-4-23"">high blood pressure</span> of the Cx40 knockout mice was significantly reduced when <span class=""gene"" id=""19109587-6-81-85"">Cx45</span> was knocked into the locus but remained mildly elevated compared to wild-type mice.",CTD_human
1,0,Biomarker,C0003873,Rheumatoid Arthritis,disease,RA,10057,ABCC5,ABCC5,CTD_human,23897011,"Concurrent with evidence of an immune-activation gene signature in MTX-naive RA patients, significant up-regulation of the folate-metabolizing enzymes ?-glutamyl hydrolase and dihydrofolate reductase, as well as the MTX/folate efflux transporters ABCC2 and ABCC5, was observed in the MTX-naive RA group compared to healthy controls.",0.200274726784213,"Concurrent with evidence of an immune-activation gene signature in MTX-naive <span class=""disease"" id=""23897011-6-77-79"">RA</span> patients, significant up-regulation of the folate-metabolizing enzymes &gamma;-glutamyl hydrolase and dihydrofolate reductase, as well as the MTX/folate efflux transporters ABCC2 and <span class=""gene"" id=""23897011-6-257-262"">ABCC5</span>, was observed in the MTX-naive <span class=""disease"" id=""23897011-6-294-296"">RA</span> group compared to healthy controls.",CTD_human
3,9,Biomarker,C0795905,Cantu syndrome,disease,Cant? syndrome,10060,ABCC9,ABCC9,CTD_human,22610116,Dominant missense mutations in ABCC9 cause Cant? syndrome.,0.602747267842131,"Dominant missense mutations in <span class=""gene"" id=""22610116-0-31-36"">ABCC9</span> cause <span class=""disease"" id=""22610116-0-43-57"">Cant? syndrome</span>.",CTD_human;ORPHANET;UNIPROT
1,0,Biomarker,C0015695,Fatty Liver,disease,hepatic steatosis,10062,NR1H3,LXR?,CTD_human,23651738,"Liver X receptor-? (LXR?), a member of the nuclear receptor superfamily of ligand-activated transcription factors, regulates de novo fatty acid synthesis that leads to stimulate hepatic steatosis.",0.201098907136852,"<span class=""gene"" id=""23651738-1-0-18"">Liver X receptor-&alpha;</span> (<span class=""gene"" id=""23651738-1-20-24"">LXR&alpha;</span>), a member of the nuclear receptor superfamily of ligand-activated transcription factors, regulates de novo fatty acid synthesis that leads to stimulate <span class=""disease"" id=""23651738-1-178-195"">hepatic steatosis</span>.",CTD_human
1,2,Biomarker,C1850318,Omodysplasia type 1,disease,omodysplasia,10082,GPC6,GPC6,CTD_human,19481194,Mutations in the heparan-sulfate proteoglycan glypican 6 (GPC6) impair endochondral ossification and cause recessive omodysplasia.,0.40082418035263895,"Mutations in the heparan-sulfate proteoglycan <span class=""gene"" id=""19481194-0-46-56"">glypican 6</span> (<span class=""gene"" id=""19481194-0-58-62"">GPC6</span>) impair endochondral ossification and cause recessive <span class=""disease"" id=""19481194-0-117-129"">omodysplasia</span>.",CTD_human;ORPHANET
1,0,Biomarker,C0018817,Atrial Septal Defects,group,atrial septal defect,10084,PQBP1,PQBP1,CTD_human,16740914,"The clinical similarity of our family to these patients with mutations in PQBP1, particularly the presence of microcephaly, short stature, and atrial septal defect, prompted examination of this gene.",0.4,"The clinical similarity of our family to these patients with mutations in <span class=""gene"" id=""16740914-5-74-79"">PQBP1</span>, particularly the presence of microcephaly, short stature, and <span class=""disease"" id=""16740914-5-143-163"">atrial septal defect</span>, prompted examination of this gene.",CTD_human;HPO
3,0,Biomarker,C0025958,Microcephaly,disease,microcephaly,10084,PQBP1,PQBP1,CTD_human,16740914,"The clinical similarity of our family to these patients with mutations in PQBP1, particularly the presence of microcephaly, short stature, and atrial septal defect, prompted examination of this gene.",0.20383181960166602,"The clinical similarity of our family to these patients with mutations in <span class=""gene"" id=""16740914-5-74-79"">PQBP1</span>, particularly the presence of <span class=""disease"" id=""16740914-5-110-122"">microcephaly</span>, short stature, and atrial septal defect, prompted examination of this gene.",CTD_human
3,0,Biomarker,C0025958,Microcephaly,disease,microcephaly,10084,PQBP1,PQBP1,CTD_human,15024694,Novel truncating mutations in the polyglutamine tract binding protein 1 gene (PQBP1) cause Renpenning syndrome and X-linked mental retardation in another family with microcephaly.,0.20383181960166602,"Novel truncating mutations in the <span class=""gene"" id=""15024694-0-34-71"">polyglutamine tract binding protein 1</span> gene (<span class=""gene"" id=""15024694-0-78-83"">PQBP1</span>) cause Renpenning syndrome and X-linked mental retardation in another family with <span class=""disease"" id=""15024694-0-166-178"">microcephaly</span>.",CTD_human
4,8,Biomarker,C0796135,Renpenning syndrome 1,disease,Golabi-Ito-Hall syndrome,10084,PQBP1,PQBP1,CTD_human,16740914,Golabi-Ito-Hall syndrome results from a missense mutation in the WW domain of the PQBP1 gene.,0.402472541057918,"<span class=""disease"" id=""16740914-0-0-24"">Golabi-Ito-Hall syndrome</span> results from a missense mutation in the WW domain of the <span class=""gene"" id=""16740914-0-82-87"">PQBP1</span> gene.",CTD_human;UNIPROT
4,8,Biomarker,C0796135,Renpenning syndrome 1,disease,Renpenning syndrome,10084,PQBP1,PQBP1,CTD_human,15782410,"In acknowledgement of the historical importance of the original report of Renpenning syndrome [1962], we propose that the entities with PQBP1 mutations be combined under the name of Renpenning syndrome.",0.402472541057918,"In acknowledgement of the historical importance of the original report of <span class=""disease"" id=""15782410-8-74-93"">Renpenning syndrome</span> [1962], we propose that the entities with <span class=""gene"" id=""15782410-8-136-141"">PQBP1</span> mutations be combined under the name of <span class=""disease"" id=""15782410-8-182-201"">Renpenning syndrome</span>.",CTD_human;UNIPROT
4,8,Biomarker,C0796135,Renpenning syndrome 1,disease,Renpenning syndrome,10084,PQBP1,PQBP1,CTD_human,15024694,Novel truncating mutations in the polyglutamine tract binding protein 1 gene (PQBP1) cause Renpenning syndrome and X-linked mental retardation in another family with microcephaly.,0.402472541057918,"Novel truncating mutations in the <span class=""gene"" id=""15024694-0-34-71"">polyglutamine tract binding protein 1</span> gene (<span class=""gene"" id=""15024694-0-78-83"">PQBP1</span>) cause <span class=""disease"" id=""15024694-0-91-110"">Renpenning syndrome</span> and X-linked mental retardation in another family with microcephaly.",CTD_human;UNIPROT
2,0,Biomarker,C1136249,"Mental Retardation, X-Linked",disease,X-linked mental retardation,10084,PQBP1,PQBP1,CTD_human,15024694,Novel truncating mutations in the polyglutamine tract binding protein 1 gene (PQBP1) cause Renpenning syndrome and X-linked mental retardation in another family with microcephaly.,0.21149545880499804,"Novel truncating mutations in the <span class=""gene"" id=""15024694-0-34-71"">polyglutamine tract binding protein 1</span> gene (<span class=""gene"" id=""15024694-0-78-83"">PQBP1</span>) cause Renpenning syndrome and <span class=""disease"" id=""15024694-0-115-142"">X-linked mental retardation</span> in another family with microcephaly.",CTD_human
2,0,Biomarker,C1136249,"Mental Retardation, X-Linked",disease,X-linked mental retardation,10084,PQBP1,polyglutamine binding protein 1,CTD_human,14634649,Mutations in the polyglutamine binding protein 1 gene cause X-linked mental retardation.,0.21149545880499804,"Mutations in the <span class=""gene"" id=""14634649-0-17-48"">polyglutamine binding protein 1</span> gene cause <span class=""disease"" id=""14634649-0-60-87"">X-linked mental retardation</span>.",CTD_human
1,0,Biomarker,C0021831,Intestinal Diseases,group,enteropathy,10105,PPIF,CypD,CTD_human,20668000,"In conclusion, mitochondrial CypD plays a key role in NSAID-induced enteropathy, lending itself as a potentially new therapeutic target for cytoprotective intervention.",0.2,"In conclusion, mitochondrial <span class=""gene"" id=""20668000-14-29-33"">CypD</span> plays a key role in NSAID-induced <span class=""disease"" id=""20668000-14-68-79"">enteropathy</span>, lending itself as a potentially new therapeutic target for cytoprotective intervention.",CTD_human
1,0,Biomarker,C0009324,Ulcerative Colitis,disease,ulcerative colitis,10109,ARPC2,ARPC2,CTD_human,18836448,"Sequence variants in IL10, ARPC2 and multiple other loci contribute to ulcerative colitis susceptibility.",0.208096423079816,"Sequence variants in IL10, <span class=""gene"" id=""18836448-0-27-32"">ARPC2</span> and multiple other loci contribute to <span class=""disease"" id=""18836448-0-71-89"">ulcerative colitis</span> susceptibility.",CTD_human
1,1,Biomarker,C0004096,Asthma,disease,asthma,10111,RAD50,RAD50,CTD_human,24241537,"Four of these, GSDMB, IL33, RAD50 and IL1RL1, were previously reported as asthma susceptibility loci, but the effect sizes for these loci in our cohort were considerably larger than in the previous genome-wide association studies of asthma.",0.201923087489492,"Four of these, GSDMB, IL33, <span class=""gene"" id=""24241537-5-28-33"">RAD50</span> and IL1RL1, were previously reported as <span class=""disease"" id=""24241537-5-74-80"">asthma</span> susceptibility loci, but the effect sizes for these loci in our cohort were considerably larger than in the previous genome-wide association studies of <span class=""disease"" id=""24241537-5-233-239"">asthma</span>.",CTD_human
2,0,Biomarker,C0002452,Amelogenesis Imperfecta,disease,AI,10117,ENAM,Enam,CTD_human,15649948,Enamelin (Enam) is essential for amelogenesis: ENU-induced mouse mutants as models for different clinical subtypes of human amelogenesis imperfecta (AI).,0.413158174887594,"<span class=""gene"" id=""15649948-0-0-8"">Enamelin</span> (<span class=""gene"" id=""15649948-0-10-14"">Enam</span>) is essential for amelogenesis: ENU-induced mouse mutants as models for different clinical subtypes of human <span class=""disease"" id=""15649948-0-124-147"">amelogenesis imperfecta</span> (<span class=""disease"" id=""15649948-0-149-151"">AI</span>).",CTD_human;HPO
2,0,Biomarker,C0002452,Amelogenesis Imperfecta,disease,amelogenesis imperfecta,10117,ENAM,enamelin,CTD_human,17652207,"These results define the ATE1 mice as a model for local hypoplastic autosomal-dominant amelogenesis imperfecta (AIH2), which is caused by enamelin truncation mutations in humans.",0.413158174887594,"These results define the ATE1 mice as a model for local hypoplastic autosomal-dominant <span class=""disease"" id=""17652207-7-87-110"">amelogenesis imperfecta</span> (AIH2), which is caused by <span class=""gene"" id=""17652207-7-138-146"">enamelin</span> truncation mutations in humans.",CTD_human;HPO
1,0,Biomarker,C0004763,Barrett Esophagus,disease,BE,1012,CDH13,CDH13,CTD_human,18729198,"These findings suggest that hypermethylation of CDH13 is a common, tissue-specific event in human EAC, occurs early during BE-associated neoplastic progression, and correlates with known clinical neoplastic progression risk factors.",0.200274726784213,"These findings suggest that hypermethylation of <span class=""gene"" id=""18729198-12-48-53"">CDH13</span> is a common, tissue-specific event in human EAC, occurs early during <span class=""disease"" id=""18729198-12-123-125"">BE</span>-associated neoplastic progression, and correlates with known clinical neoplastic progression risk factors.",CTD_human
1,0,Biomarker,C0007131,Non-Small Cell Lung Carcinoma,disease,NSCLC,1012,CDH13,CDH13,CTD_human,18337602,"In a multivariate model, promoter methylation of the cyclin-dependent kinase inhibitor 2A gene p16, the H-cadherin gene CDH13, the Ras association domain family 1 gene RASSF1A, and the adenomatous polyposis coli gene APC in tumors and in histologically tumor-negative lymph nodes was associated with tumor recurrence, independently of NSCLC stage, age, sex, race, smoking history, and histologic characteristics of the tumor.",0.201923087489492,"In a multivariate model, promoter methylation of the cyclin-dependent kinase inhibitor 2A gene p16, the <span class=""gene"" id=""18337602-5-104-114"">H-cadherin</span> gene <span class=""gene"" id=""18337602-5-120-125"">CDH13</span>, the Ras association domain family 1 gene RASSF1A, and the adenomatous polyposis coli gene APC in tumors and in histologically tumor-negative lymph nodes was associated with tumor recurrence, independently of <span class=""disease"" id=""18337602-5-335-340"">NSCLC</span> stage, age, sex, race, smoking history, and histologic characteristics of the tumor.",CTD_human
2,0,Biomarker,C2239176,Liver carcinoma,disease,HCC,1012,CDH13,T-cadherin,CTD_human,18553387,"Upon pharmacological treatment with demethylating agent 5-aza-2'-deoxycytidine or histone deacetylase inhibitor trichostatin A, T-cadherin promoter hypermethylation and/or histone deacetylation was frequently observed in HCC samples and cell lines.",0.20902291774708104,"Upon pharmacological treatment with demethylating agent 5-aza-2'-deoxycytidine or histone deacetylase inhibitor trichostatin A, <span class=""gene"" id=""18553387-7-128-138"">T-cadherin</span> promoter hypermethylation and/or histone deacetylation was frequently observed in <span class=""disease"" id=""18553387-7-221-224"">HCC</span> samples and cell lines.",CTD_human
2,0,Biomarker,C2239176,Liver carcinoma,disease,hepatoma,1012,CDH13,T-cadherin,CTD_human,18425332,"To provide a functional link between T-cadherin promoter methylation and T-cadherin growth regulation, we used the HepG2 hepatoma cell line that exhibits T-cadherin promoter methylation.",0.20902291774708104,"To provide a functional link between <span class=""gene"" id=""18425332-8-37-47"">T-cadherin</span> promoter methylation and T-cadherin growth regulation, we used the HepG2 <span class=""disease"" id=""18425332-8-121-129"">hepatoma</span> cell line that exhibits <span class=""gene"" id=""18425332-8-154-164"">T-cadherin</span> promoter methylation.",CTD_human
1,0,Biomarker,C0023467,"Leukemia, Myelocytic, Acute",disease,AML,10125,RASGRP1,Rasgrp1,CTD_human,21441929,"We identified such mutations using a Sleeping Beauty transposon, which caused rapid-onset AML in 80% of mice with Npm1c, associated with mutually exclusive integrations in Csf2, Flt3 or Rasgrp1 in 55 of 70 leukemias.",0.20082418035263896,"We identified such mutations using a Sleeping Beauty transposon, which caused rapid-onset <span class=""disease"" id=""21441929-5-90-93"">AML</span> in 80% of mice with Npm1c, associated with mutually exclusive integrations in Csf2, Flt3 or <span class=""gene"" id=""21441929-5-186-193"">Rasgrp1</span> in 55 of 70 leukemias.",CTD_human
1,7,Biomarker,C1857355,"Leigh syndrome , French Canadian type",disease,"Leigh syndrome, French-Canadian type",10128,LRPPRC,LSFC,CTD_human,12529507,"Here we illustrate how such data sets can expedite disease-gene discovery, by using them to identify the gene causing Leigh syndrome, French-Canadian type (LSFC, Online Mendelian Inheritance in Man no.",0.6019230874894921,"Here we illustrate how such data sets can expedite disease-gene discovery, by using them to identify the gene causing <span class=""disease"" id=""12529507-3-118-154"">Leigh syndrome, French-Canadian type</span> (<span class=""gene"" id=""12529507-3-156-160"">LSFC</span>, Online Mendelian Inheritance in Man no.",CTD_human;ORPHANET;UNIPROT
